회차,추첨일,당첨번호 1,2,3,4,5,6
7/18/2008,2008-07-18,7,9,15,16,29,43
7/16/2008,2008-07-16,3,12,28,30,35,36
7/14/2008,2008-07-14,8,10,15,25,27,35
7/11/2008,2008-07-11,8,13,16,17,24,31
7/9/2008,2008-07-09,8,10,11,13,16,30
7/7/2008,2008-07-07,2,18,19,22,23,30
7/4/2008,2008-07-04,12,26,28,31,39,42
7/2/2008,2008-07-02,1,3,14,18,32,38
6/30/2008,2008-06-30,11,29,31,39,42,44
6/27/2008,2008-06-27,3,11,13,18,25,44
6/25/2008,2008-06-25,8,15,24,26,38,45
6/23/2008,2008-06-23,5,12,22,23,29,44
6/20/2008,2008-06-20,8,17,30,37,41,42
6/18/2008,2008-06-18,10,11,25,32,34,44
6/16/2008,2008-06-16,3,7,21,22,24,26
6/13/2008,2008-06-13,2,6,22,34,35,39
6/11/2008,2008-06-11,16,18,23,28,32,39
6/9/2008,2008-06-09,6,8,20,36,39,44
6/6/2008,2008-06-06,6,16,30,34,41,43
6/4/2008,2008-06-04,5,6,12,22,30,32
6/2/2008,2008-06-02,7,17,25,26,33,36
5/30/2008,2008-05-30,11,14,19,29,39,44
5/28/2008,2008-05-28,2,6,17,18,23,39
5/23/2008,2008-05-23,8,20,21,22,30,33
5/21/2008,2008-05-21,2,25,29,35,37,41
5/19/2008,2008-05-19,9,15,20,27,30,32
5/16/2008,2008-05-16,13,26,37,40,42,43
5/14/2008,2008-05-14,7,8,17,22,33,42
5/12/2008,2008-05-12,4,7,10,18,35,43
5/9/2008,2008-05-09,4,14,19,34,40,41
5/7/2008,2008-05-07,12,26,27,35,37,41
5/5/2008,2008-05-05,9,22,26,32,41,45
5/2/2008,2008-05-02,1,8,17,23,27,30
4/30/2008,2008-04-30,6,12,19,23,24,37
4/28/2008,2008-04-28,3,7,11,35,41,43
4/25/2008,2008-04-25,1,14,17,23,25,42
4/23/2008,2008-04-23,3,6,10,21,27,44
4/21/2008,2008-04-21,19,28,33,36,39,44
4/18/2008,2008-04-18,13,14,20,25,37,44
4/16/2008,2008-04-16,6,13,17,21,32,45
4/14/2008,2008-04-14,13,18,21,27,30,32
4/11/2008,2008-04-11,12,19,20,32,36,37
4/9/2008,2008-04-09,1,6,18,21,32,34
4/7/2008,2008-04-07,1,6,10,18,28,38
4/4/2008,2008-04-04,2,14,19,33,40,45
4/2/2008,2008-04-02,4,14,16,18,29,33
3/31/2008,2008-03-31,9,16,20,21,35,37
3/28/2008,2008-03-28,11,13,14,20,25,43
3/26/2008,2008-03-26,11,17,20,22,33,45
3/24/2008,2008-03-24,3,4,15,18,22,32
3/19/2008,2008-03-19,10,19,30,36,40,45
3/17/2008,2008-03-17,16,19,29,34,36,44
3/14/2008,2008-03-14,7,18,19,23,24,25
3/12/2008,2008-03-12,9,34,35,36,37,41
3/10/2008,2008-03-10,7,8,13,15,28,38
3/7/2008,2008-03-07,6,16,17,20,26,35
3/3/2008,2008-03-03,8,9,20,22,31,33
2/29/2008,2008-02-29,4,18,32,35,38,40
2/27/2008,2008-02-27,5,12,17,25,30,45
2/25/2008,2008-02-25,3,9,14,16,22,33
2/22/2008,2008-02-22,5,6,10,19,24,43
2/20/2008,2008-02-20,5,11,17,20,29,32
2/18/2008,2008-02-18,3,8,25,29,34,38
2/15/2008,2008-02-15,9,17,31,38,43,45
2/13/2008,2008-02-13,3,5,27,30,32,43
2/11/2008,2008-02-11,4,12,13,19,33,42
2/6/2008,2008-02-06,5,7,24,26,32,38
2/4/2008,2008-02-04,4,9,21,25,26,41
2/1/2008,2008-02-01,13,14,15,18,21,45
1/30/2008,2008-01-30,11,23,25,29,31,36
1/28/2008,2008-01-28,7,14,15,18,25,40
1/25/2008,2008-01-25,2,5,10,34,40,42
1/21/2008,2008-01-21,3,26,28,33,38,43
1/18/2008,2008-01-18,10,11,17,26,38,45
1/16/2008,2008-01-16,10,15,18,19,29,33
1/14/2008,2008-01-14,3,19,25,27,31,32
1/11/2008,2008-01-11,9,12,20,26,30,39
1/9/2008,2008-01-09,3,10,16,21,38,43
1/7/2008,2008-01-07,11,17,18,22,33,41
1/4/2008,2008-01-04,25,27,32,34,37,42
1/2/2008,2008-01-02,1,5,24,30,35,36
